umedavaripurvi,उमेदवारीपूर्वी,उमेदवारीपूर्वी
shahbazkar,शाहबाजकर,शाहबाजकर
katyachi,काट्याची,काट्याची
vilasan,विलसन,विलसन
rashtrapatinchyach,राष्ट्रपतींच्याच,राष्ट्रपतींच्याच
matboot,मतबूत,मतबूत
bhosgaonchya,भोसगांवच्या,भोसगांवच्या
adhyakshpadamule,अध्यक्षपदामुळे,अध्यक्षपदामुळे
nutanata,नूतनता,नूतनता
lalsawata,लालसावता,लालसावता
chakarghanni,चकरघन्नी,चकरघन्नी
kushodhak,कुशोधक,कुशोधक
varvarchi,वरवरची,वरवरची
vinashdharma,विनाशधर्मा,विनाशधर्मा
nondavanyasathi,नोंदवण्यासाठी,नोंदवण्यासाठी
gandala,गंडाला,गंडाला
tahfuzul,तहफुजुल,तहफुजुल
gatirodhak,गतिरोधक,गतिरोधक
revolutionised,रिवोलुशनाइज्ड,रिवोलुशनाइज्ड
peeyogi,पीयोगी,पीयोगी
numaindagi,नुमाइन्दगी,नुमाइन्दगी
ramvilap,रामविलाप,रामविलाप
mmrda,एमएमआरडीए,एमएमआरडीए
haikot,हाईकोट,हाईकोट
aapravesh,आप्रवेश,आप्रवेश
enclave,इनक्लेव,इनक्लेव
mukhyanyayadhivakta,मुख्यन्यायाधिवक्ता,मुख्यन्यायाधिवक्ता
ghurka,घुरका,घुरका
praveshdwarala,प्रवेशद्वाराला,प्रवेशद्वाराला
roopatmaktaa,रूपात्मकता,रूपात्मकता
empasportseva,एमपासपोर्टसेवा,एमपासपोर्टसेवा
dermabrasion,डर्माब्रेशन,डर्माब्रेशन
sarvgras,सर्वग्रास,सर्वग्रास
milaik,मिलाइक,मिलाइक
kasperek,कासपेरेक,कासपेरेक
prajaon,प्रजाओं,प्रजाओं
chakali,चकाली,चकाली
shidorihi,शिदोरीही,शिदोरीही
ladhayancha,लढायांचा,लढायांचा
mehruddin,मेहरुद्दीन,मेहरुद्दीन
omarkot,ओमरकोट,ओमरकोट
lanjani,लांजनी,लांजनी
greekwasiyon,ग्रीकवासियों,ग्रीकवासियों
bhutv,भूतत्व,भूतत्व
susukshmadevebhyah,सुसूक्ष्मदेवेभ्यः,सुसूक्ष्मदेवेभ्यः
lebh,लेभ,लेभ
dominance,डॉमिनेन्स,डॉमिनेन्स
poitdp,पीओआईटीडीपी,पीओआईटीडीपी
intelligencia,इंटेलिजेंसिया,इंटेलिजेंसिया
haiupalabdh,हैउपलब्ध,हैउपलब्ध
janmapasoon,जन्मापासून,जन्मापासून
spectal,स्पेक्टल,स्पेक्टल
franky,फ्रेंकी,फ्रेंकी
bichhaayega,बिछायेगा,बिछायेगा
vermiculture,वर्मिकल्चर,वर्मिकल्चर
hosbley,होस्बले,होस्बले
grillot,ग्रिलॉट,ग्रिलॉट
ndcr,एनडीसीआर,एनडीसीआर
nishthaavaanon,निष्ठावानों,निष्ठावानों
hypoglycemia,हाइपोग्लिसीमिया,हाइपोग्लिसीमिया
ruthvika,रूथविका,रूथविका
paducherry,पाडुचेरी,पाडुचेरी
panchparganiya,पंचपरगनिया,पंचपरगनिया
americaparast,अमेरीकापरस्त,अमेरीकापरस्त
vikaskant,विकासकांत,विकासकांत
kabirne,कबीरने,कबीरने
jaganmaat,जगन्मात,जगन्मात
gurmehar,गुरमेहर,गुरमेहर
kandava,कंदावा,कंदावा
devenda,देवेंदा,देवेंदा
judaic,जुडिक,जुडिक
sarawat,सारावत,सारावत
sarveksham,सर्वेक्षम,सर्वेक्षम
ghodadih,घोड़ाडीह,घोड़ाडीह
pravishtti,प्रविष्टि,प्रविष्टि
danapala,दानापाला,दानापाला
sarbavan,सर्बवन,सर्बवन
fanein,फनें,फनें
sispa,सिस्पा,सिस्पा
rumalnath,रुमालनाथ,रुमालनाथ
storeroom,स्टोररूम,स्टोररूम
devaranchya,देवरांच्या,देवरांच्या
department,डिपर्टमेंट,डिपर्टमेंट
bodhichittotpad,बोधिचित्तोत्पाद,बोधिचित्तोत्पाद
karneja,करनेजा,करनेजा
mindha,मिंधा,मिंधा
baiharan,बैहरण,बैहरण
mahamariyon,महामारियों,महामारियों
borajan,बोराजन,बोराजन
fushiya,फुशिया,फुशिया
jabadia,जबादिया,जबादिया
albumin,एल्ब्युमिन,एल्ब्युमिन
dhaaraao,धाराओ,धाराओ
gokasht,गोकाष्ट,गोकाष्ट
gunataa,गुनता,गुनता
hakalaayenge,हकलाएंगे,हकलाएंगे
bushinger,बुशिंजर,बुशिंजर
gurugovindsinh,गुरुगोविंदसिंह,गुरुगोविंदसिंह
bhuliyo,भुलियो,भुलियो
masada,मसादा,मसादा
mpsrtc,एमपीएसआरटीसी,एमपीएसआरटीसी
duaaon,दुआओं,दुआओं
indorphins,इंडॉर्फिन्स,इंडॉर्फिन्स
vishveshanon,विश्वेषणों,विश्वेषणों
ntro,एनटीआरओ,एनटीआरओ
ardhchandrakar,अर्द्धचंद्राकार,अर्द्धचंद्राकार
sjnrm,एसजेएनआरएम,एसजेएनआरएम
dhokahi,धोकाही,धोकाही
ghabaraie,घबराइए,घबराइए
nasling,नस्लिंग,नस्लिंग
zindagiyaan,ज़िंदगियाँ,ज़िंदगियाँ
ginaayenge,गिनाएँगे,गिनाएँगे
dottend,डॉटेंड,डॉटेंड
mandimukta,मंदीमुक्त,मंदीमुक्त
toploading,टॉपलोडिंग,टॉपलोडिंग
azahruddin,अजहरुद्दीन,अजहरुद्दीन
oricum,ओरिकम,ओरिकम
karshauli,करशौली,करशौली
pilosi,पिलोसी,पिलोसी
isabelli,इसाबेली,इसाबेली
mafiancha,माफियांचा,माफियांचा
khobraagade,खोब्रागड़े,खोब्रागड़े
dahlia,डहेलिया,डहेलिया
shahrukhcha,शाहरुखचा,शाहरुखचा
anuchhedon,अनुच्छेदों,अनुच्छेदों
daavaaen,दावाएं,दावाएं
promodnagar,प्रमोदनगर,प्रमोदनगर
timarpur,तिमारपुर,तिमारपुर
atticates,एटिकेट्स,एटिकेट्स
minimaaiz,मिनिमाइज़,मिनिमाइज़
aplikesh,अप्लीकेश,अप्लीकेश
tolmukti,टोलमुक्ति,टोलमुक्ति
bravujar,ब्रावुजर,ब्रावुजर
naunihaalon,नौनिहालों,नौनिहालों
loniv,लोनिव,लोनिव
kramvar,क्रमवार,क्रमवार
taiwanese,ताइवानीस,ताइवानीस
jayaraman,जयरमन,जयरमन
asmitaabodhak,अस्मिताबोधक,अस्मिताबोधक
reduced,रीड्यूस्ड,रीड्यूस्ड
ghawre,घावरे,घावरे
wahbi,वहबी,वहबी
kavaratti,कावारती,कावारती
inox,आईएनओएक्स,आईएनओएक्स
quattro,कुअत्त्रो,कुअत्त्रो
vanaspaatik,वनस्पातिक,वनस्पातिक
trichoderma,ट्राइकोडरमा,ट्राइकोडरमा
huelva,हुएल्वा,हुएल्वा
vunega,वुनेगा,वुनेगा
weinnovate,वेइनोवेट,वेइनोवेट
adhipat,अधिपत,अधिपत
nidradevi,निद्रादेवी,निद्रादेवी
paryutsuk,पर्युत्सुक,पर्युत्सुक
mcclure,मेक्क्लोर,मेक्क्लोर
multilateralism,मल्टीलेटरलिज्म,मल्टीलेटरलिज्म
vaiyyakaranon,वैय्याकरणों,वैय्याकरणों
lekhaknama,लेखकनामा,लेखकनामा
oblivian,ओब्लिवियन,ओब्लिवियन
sainddhaantiki,सैंद्धांतिकी,सैंद्धांतिकी
machchiwala,मच्छीवाला,मच्छीवाला
khodadapur,खोदादापुर,खोदादापुर
futti,फुट्टी,फुट्टी
misato,मिसाटो,मिसाटो
thalapur,थलापुर,थलापुर
eksutre,एकसूत्रे,एकसूत्रे
pichikala,पिचिकला,पिचिकला
tirahi,तीराही,तीराही
manteshwar,मन्तेश्वर,मन्तेश्वर
rajatchandravijayji,रजतचन्द्रविजयजी,रजतचन्द्रविजयजी
billivable,बिलिवेबल,बिलिवेबल
uthaaneko,उठानेको,उठानेको
ishwarprapt,ईश्वरप्राप्त,ईश्वरप्राप्त
bevel,बेवेल,बेवेल
kilmanjaro,किलमंजारो,किलमंजारो
viskicha,विस्कीचा,विस्कीचा
bhogewadi,भोगेवाडी,भोगेवाडी
khobragad,खोब्रागड़,खोब्रागड़
gomantakiyankadun,गोमंतकीयांकडून,गोमंतकीयांकडून
shabira,शबीरा,शबीरा
dharmyaaddhi,धर्म्याद्धि,धर्म्याद्धि
millsche,मिल्सचे,मिल्सचे
digitalize,डिजिटलाइज़,डिजिटलाइज़
hhs,एचएचएस,एचएचएस
runiyadih,रुनियाडीह,रुनियाडीह
purushakshetra,पुरुषक्षेत्र,पुरुषक्षेत्र
tummalapale,तुम्मालापाले,तुम्मालापाले
kaalaahaaree,कालाहारी,कालाहारी
jhapp,झप्प,झप्प
kalkuhi,कलकुही,कलकुही
yucatecans,युक्टेकंस,युक्टेकंस
aamdaraft,आमदरफ्त,आमदरफ्त
navyaprabha,नव्यप्रभा,नव्यप्रभा
fatherson,फादरसन,फादरसन
sakhtakalami,सख्तकलामी,सख्तकलामी
litchfield,लिचफ़ील्ड,लिचफ़ील्ड
antasajja,अंतसज्जा,अंतसज्जा
mainaha,मैनाहा,मैनाहा
manokanaaen,मनोकनाएं,मनोकनाएं
streptococcus,स्ट्रेप्टोकॉक्कस,स्ट्रेप्टोकॉक्कस
maidanon,मैदानों,मैदानों
bilkuchh,बिलकुछ,बिलकुछ
asaahityik,असाहित्यिक,असाहित्यिक
pasc,पीएएससी,पीएएससी
latvia,लैटविया,लैटविया
vaadyehi,वाद्येही,वाद्येही
takison,टाकिसन,टाकिसन
netranlin,नेत्रनलिन,नेत्रनलिन
chaigama,चैगामा,चैगामा
nevaaron,नेवारों,नेवारों
ghokhadhadi,घोखाधड़ी,घोखाधड़ी
bakhrabad,बाखराबाद,बाखराबाद
apasaathi,अपसाठी,अपसाठी
immonoglobin,इमोनोग्लोबिन,इमोनोग्लोबिन
duvaayein,दुआयें,दुआयें
forwards,फारवर्डस,फारवर्डस
balprajapati,बालप्रजापति,बालप्रजापति
lebral,लेब्रल,लेब्रल
jakdir,जकदीर,जकदीर
gallegia,गैलिजिया,गैलिजिया
kampung,कमपुंग,कमपुंग
britenwasi,ब्रिटेनवासी,ब्रिटेनवासी
awaij,अवैज,अवैज
chhere,छेरे,छेरे
kalindee,कालिन्दी,कालिन्दी
damrauli,डमरौली,डमरौली
elsameri,एल्सामेरी,एल्सामेरी
pradhikarano,प्राधिकरणो,प्राधिकरणो
rahagiron,राहगीरों,राहगीरों
plame,प्लाम,प्लाम
thavol,थवोल,थवोल
bakayanwala,बकायानवाला,बकायानवाला
stharita,स्थरिता,स्थरिता
jatibad,जातिबाद,जातिबाद
kanthata,कंठता,कंठता
apkarshit,अपकर्षित,अपकर्षित
crimming,क्रिमिंग,क्रिमिंग
nva,एनवीए,एनवीए
marond,मरोंड,मरोंड
mahameeting,महामीटिंग,महामीटिंग
landheke,लंढेके,लंढेके
doorasanchaar,दूरसंचार,दूरसंचार
kamchori,कमचोरी,कमचोरी
intercosmos,इंटरकॉस्मॉस,इंटरकॉस्मॉस
jugdaha,जुगदहा,जुगदहा
hansment,हैंसमेंट,हैंसमेंट
laihra,लैहरा,लैहरा
mahendron,महेंद्रों,महेंद्रों
sasaktikaran,ससक्तीकरण,ससक्तीकरण
akhroton,अखरोटों,अखरोटों
majlechincholi,मजलेचिंचोली,मजलेचिंचोली
otis,ओटिस,ओटिस
mahamrityujya,महामृत्युज्य,महामृत्युज्य
dogre,डोगरे,डोगरे
chaturaiyon,चतुराइयों,चतुराइयों
wishamtaen,विषमताएँ,विषमताएँ
nikalwala,निकलवाला,निकलवाला
gojupal,गोजूपाल,गोजूपाल
junali,जुनाली,जुनाली
henor,हेनोर,हेनोर
yojnesathichi,योजनेसाठीची,योजनेसाठीची
bandwagon,बैंडवेगन,बैंडवेगन
paona,पाओना,पाओना
gyaanmulak,ज्ञानमूलक,ज्ञानमूलक
vyaktitvayon,व्यक्तित्वयों,व्यक्तित्वयों
deenuram,दीनूराम,दीनूराम
pirvareejanon,पिरवारीजनों,पिरवारीजनों
ferrod,फेरोड,फेरोड
traumatic,ट्राउमेटिक,ट्राउमेटिक
salhepani,साल्हेपानी,साल्हेपानी
aaparaadhi,आपराधी,आपराधी
denner,डेनर,डेनर
padarthanchahi,पदार्थांचाही,पदार्थांचाही
changer,चेन्जर,चेन्जर
manadhar,मानाधार,मानाधार
bhadesara,भदेसरा,भदेसरा
mansiki,मानसिकी,मानसिकी
dhirdhoka,धीरधोका,धीरधोका
chalsani,चलसानी,चलसानी
akarmanyatapurvak,अकर्मण्यतापूर्वक,अकर्मण्यतापूर्वक
janchbujh,जांचबूझ,जांचबूझ
balkrishan,बालकृषण,बालकृषण
guardline,गार्डलाइन,गार्डलाइन
buddhimat,बुद्धिमत,बुद्धिमत
tafyatahi,ताफ्यातही,ताफ्यातही
gulazaarako,गुलज़ारको,गुलज़ारको
daityasena,दैत्यसेना,दैत्यसेना
jhirpechya,झिरपेच्या,झिरपेच्या
aparihaaryatemule,अपरिहार्यतेमुळे,अपरिहार्यतेमुळे
mamachacha,मामाचाचा,मामाचाचा
jinnu,जिन्नू,जिन्नू
sasmachar,ससमाचार,ससमाचार
kondwadyat,कोंडवाड्यात,कोंडवाड्यात
usof,यूएसओफ,यूएसओफ
rpfc,आरपीएफसी,आरपीएफसी
gunsa,गुंसा,गुंसा
jhoojhati,झूझती,झूझती
beshuk,बेशुक,बेशुक
prelosec,प्रिलोसेक,प्रिलोसेक
anhilwada,अनहिलवाड़ा,अनहिलवाड़ा
jhubaku,झुबकू,झुबकू
mahuariya,महुअरिया,महुअरिया
mugwort,मुगवॉर्ट,मुगवॉर्ट
bahusakhyank,बहुसख्यंक,बहुसख्यंक
himganekar,हिमगानेकर,हिमगानेकर
latidance,लेटिडेंस,लेटिडेंस
kingsholm,किंग्सहोल्म,किंग्सहोल्म
kurniawan,कुर्नियावान,कुर्नियावान
martiniuk,मार्टिनियुक,मार्टिनियुक
gachibowli,गचीबोवली,गचीबोवली
veeranagiyon,वीरानगियों,वीरानगियों
bahurani,बहुरानी,बहुरानी
brumana,ब्रुमाना,ब्रुमाना
nebulal,नेबूलाल,नेबूलाल
uchaalaa,उछाला,उछाला
atitavastha,अतीतावस्था,अतीतावस्था
jagmohani,जगमोहनी,जगमोहनी
missingchi,मिसिंगची,मिसिंगची
nasum,नसुम,नसुम
stanpanavishayi,स्तनपानाविषयी,स्तनपानाविषयी
besalti,बेसाल्टी,बेसाल्टी
prashanto,प्रशान्तो,प्रशान्तो
brashia,ब्राशिया,ब्राशिया
dualcore,डुअलकोर,डुअलकोर
shaurang,शौरंग,शौरंग
danod,दानोड,दानोड
halyatar,हलयातर,हलयातर
dhanvantri,धनवंतरी,धनवंतरी
sesk,सेस्क,सेस्क
fercasternum,फर्कास्टर्नम,फर्कास्टर्नम
gandmala,गण्डमाला,गण्डमाला
poonjilal,पूंजीलाल,पूंजीलाल
krishakgan,कृषकगण,कृषकगण
khelsamrajyon,खेलसाम्राज्यों,खेलसाम्राज्यों
shuvar,शुवर,शुवर
ninaprasad,नीनाप्रसाद,नीनाप्रसाद
incremental,इंक्रीमेंटल,इंक्रीमेंटल
junedkhan,जुनेदखान,जुनेदखान
kiijie,कीजिए,कीजिए
geetwali,गीतवाली,गीतवाली
arnabikaran,अर्नबीकरण,अर्नबीकरण
rajinamyabaddal,राजीनाम्याबद्दल,राजीनाम्याबद्दल
voglibos,वोग्लीबोस,वोग्लीबोस
kripaao,कृपाओ,कृपाओ
ultan,अल्टान,अल्टान
mevada,मेवाडा,मेवाडा
bhoomadhir,भूमधिर,भूमधिर
lasupa,लासुपा,लासुपा
dauharaati,दौहराती,दौहराती
bearse,बियरसे,बियरसे
dargahsamor,दर्गाहसमोर,दर्गाहसमोर
kamalaapur,कमलापुर,कमलापुर
bhavvahi,भाववाही,भाववाही
terrillin,टेरिलिन,टेरिलिन
sakharepramane,साखरेप्रमाणे,साखरेप्रमाणे
medwatch,मेडवाच,मेडवाच
adhibhar,अधिभर,अधिभर
aspalon,अस्पालों,अस्पालों
autobiography,ऑटोबायोग्राफी,ऑटोबायोग्राफी
uttamatar,उत्तमतर,उत्तमतर
shayansthal,शयनस्थल,शयनस्थल
huddard,हडर्ड,हडर्ड
chirmi,चिरमी,चिरमी
rajitram,राजितराम,राजितराम
piaggio,प्यूजो,प्यूजो
sidhwari,सिधवारी,सिधवारी
danedaar,दानेदार,दानेदार
atmabij,आत्मबीज,आत्मबीज
patroleum,पैट्रोलियम,पैट्रोलियम
khusrav,खुसरव,खुसरव
sundargarh,सुन्दरगढ़,सुन्दरगढ़
ramguda,रामगुडा,रामगुडा
parashakti,पाराशक्ति,पाराशक्ति
shoha,शोहा,शोहा
suchnaon,सूचनाओं,सूचनाओं
ghanam,घानम,घानम
vadsala,वड़साला,वड़साला
murgio,मुर्गियो,मुर्गियो
kundanuma,कुंडनुमा,कुंडनुमा
batukkam,बतुक्कम,बतुक्कम
kakshadhyaapan,कक्षाध्यापन,कक्षाध्यापन
qazigund,कांजीगुंड,कांजीगुंड
hurmi,हुरमी,हुरमी
spectrometry,स्पेक्ट्रोमेट्री,स्पेक्ट्रोमेट्री
katkatkar,काटकाटकर,काटकाटकर
photomatic,फोटोमैटिक,फोटोमैटिक
abhilakhon,अभिलखों,अभिलखों
vaachavit,वाचवित,वाचवित
aathiyandal,अतियंदल,अतियंदल
auladen,औलादें,औलादें
gunijan,गुणिजन,गुणिजन
christianity,क्रिस्टियनिटी,क्रिस्टियनिटी
shedcha,शेडचा,शेडचा
galoa,गालोआ,गालोआ
satshepeksha,सातशेपेक्षा,सातशेपेक्षा
moodhataa,मूढ़ता,मूढ़ता
jyotigatha,ज्योतिगाथा,ज्योतिगाथा
janoti,जनोती,जनोती
nirvarodh,निर्वरोध,निर्वरोध
neutrin,न्यूट्रिन,न्यूट्रिन
vishamatene,विषमतेने,विषमतेने
nobawa,नोबवा,नोबवा
pendant,पेंडेंट,पेंडेंट
blandend,ब्लैंडेंड,ब्लैंडेंड
anjaane,अंजान,अंजान
chalansheel,चलनशील,चलनशील
bremer,ब्रेमर,ब्रेमर
sukthankar,सुकथानकर,सुकथानकर
snehalche,स्नेहलचे,स्नेहलचे
shareghati,शरेघाटी,शरेघाटी
gitgayan,गीतगायन,गीतगायन
utpadanant,उत्पादनांत,उत्पादनांत
middukheda,मिड्डूखेड़ा,मिड्डूखेड़ा
aptur,अप्तुर,अप्तुर
baphar,बफर,बफर
breakbone,ब्रेकबोन,ब्रेकबोन
chaufi,चौफी,चौफी
chakravat,चक्रवत,चक्रवत
uttarcaal,उत्तरकाल,उत्तरकाल
aankhyon,आंख्यों,आंख्यों
ghunaimat,घुनैमत,घुनैमत
dhirdas,धीरदास,धीरदास
putrapautradi,पुत्रपौत्रादि,पुत्रपौत्रादि
rexil,रेक्सील,रेक्सील
cerebrus,सेरेब्रस,सेरेब्रस
varase,वरसे,वरसे
dattapratyakshakarakam,दत्तप्रत्यक्षकारकम्,दत्तप्रत्यक्षकारकम्
gangbal,गंगबल,गंगबल
mulka,मुलका,मुलका
itigilov,इटिगिलोव,इटिगिलोव
aseana,एशियाना,एशियाना
rajarathanam,राजारथनम,राजारथनम
godadevi,गोदादेवी,गोदादेवी
shakyawal,शाक्यवाल,शाक्यवाल
vikendriyakaran,विकेंद्रियकरण,विकेंद्रियकरण
mediacet,मीडियासेट,मीडियासेट
vidhitsamudro,विधित्समुद्रो,विधित्समुद्रो
posen,पोसेन,पोसेन
kitarovichen,कितारोविचेन,कितारोविचेन
formatrack,फार्माट्रैक,फार्माट्रैक
zalazalaa,ज़लज़ला,ज़लज़ला
selongor,सेलोंगोर,सेलोंगोर
afaar,अफार,अफार
munispill,म्यूनिस्पिल,म्यूनिस्पिल
inboard,इनबोर्ड,इनबोर्ड
sahayakpadi,सहायकपदी,सहायकपदी
thomehock,थॉमहॉक,थॉमहॉक
charvaiti,चरवैती,चरवैती
nahuein,नहुएँ,नहुएँ
shikarprakarani,शिकारप्रकरणी,शिकारप्रकरणी
utsaajanak,उत्साजनक,उत्साजनक
trinakaan,तृणकां,तृणकां
sandha,साधां,साधां
kcmdrf,केसीएमडीआरएफ,केसीएमडीआरएफ
timbamhudi,टिंबामहुड़ी,टिंबामहुड़ी
zehrila,जहरीला,जहरीला
bauraaye,बौराये,बौराये
puncus,पंकस,पंकस
kharirddari,खरीरददारी,खरीरददारी
vajaata,वजाता,वजाता
gulzarganj,गुलजारगंज,गुलजारगंज
salais,सलैस,सलैस
dwinama,द्विनामा,द्विनामा
nejaati,नेजाती,नेजाती
khemkarna,खेमकरना,खेमकरना
raampuri,रामपुरी,रामपुरी
chauwar,चौवार,चौवार
dooraachaari,दूराचारी,दूराचारी
musamalmaanon,मुसमलमानों,मुसमलमानों
sarvali,सरवली,सरवली
vaishnab,वैष्णब,वैष्णब
supim,सुपीम,सुपीम
brigitte,ब्रिगेटी,ब्रिगेटी
daau,दाऊ,दाऊ
technoli,टेक्नॉली,टेक्नॉली
raghudev,रघुदेव,रघुदेव
agadam,अगड़म,अगड़म
warped,वार्प्ड,वार्प्ड
chhalo,छलो,छलो
kafiya,काफिया,काफिया
siddhipur,सिद्धिपुर,सिद्धिपुर
bibatyancha,बिबटयांचा,बिबटयांचा
matadan,मतादान,मतादान
lakhya,लाख्या,लाख्या
shukaraachak,शुकराचक,शुकराचक
surkhal,सुरखाल,सुरखाल
rajgudha,राजगुधा,राजगुधा
sheopal,शिओपाल,शिओपाल
chingalansana,चिंगलनसाना,चिंगलनसाना
kaminsky,कामिंस्की,कामिंस्की
jatitodak,जातितोड़क,जातितोड़क
jonghyun,जोंघयुन,जोंघयुन
dhruvamila,ध्रुवमिला,ध्रुवमिला
udyant,उद्यंत,उद्यंत
carlisle,कार्लिसल,कार्लिसल
gobri,गोबरी,गोबरी
reshamba,रेशम्बा,रेशम्बा
bhuptani,भूपतानी,भूपतानी
latadidi,लतादीदी,लतादीदी
varahnagari,वराहनगरी,वराहनगरी
massimiliano,मैसीमिलानो,मैसीमिलानो
whitton,ह्विटन,ह्विटन
adour,एडॉर,एडॉर
kalangutkar,कालंगुटकर,कालंगुटकर
vendita,वेंडिटा,वेंडिटा
vratsahit,व्रतसहित,व्रतसहित
katsav,कातसाव,कातसाव
mandpuri,मंदपुरी,मंदपुरी
seculary,सेकुलरी,सेकुलरी
bhushvilele,भूषविलेले,भूषविलेले
knr,केएनआर,केएनआर
erythropoirin,इरिथ्रोपोइरिन,इरिथ्रोपोइरिन
ghotana,घोटना,घोटना
nileshcha,निलेशचा,निलेशचा
baturbari,बटुरबारी,बटुरबारी
unmarried,अनमैरिड,अनमैरिड
mahaksikka,महकसिक्का,महकसिक्का
manshchakra,मनश्चक्र,मनश्चक्र
prakarananmadhun,प्रकरणांमधून,प्रकरणांमधून
sochila,सोचिला,सोचिला
kishon,कीशोन,कीशोन
popram,पोपराम,पोपराम
khulaavaayegi,खुलावाएगी,खुलावाएगी
swidrigailov,स्विद्रिगाइलोव,स्विद्रिगाइलोव
diethyl,डाईथाइल,डाईथाइल
dilwaali,दिलवाली,दिलवाली
agricultule,एग्रीकल्चल,एग्रीकल्चल
gaddiyan,गद्दियां,गद्दियां
sarkarankadun,सरकारांकडून,सरकारांकडून
tindivanam,तिंडिवनम,तिंडिवनम
hiranyakashp,हिरण्याकश्प,हिरण्याकश्प
gayapramukh,गयाप्रमुख,गयाप्रमुख
hworf,ह्वोर्फ,ह्वोर्फ
khtmal,खटमल,खटमल
cariappa,करियप्पा,करियप्पा
nilkanthrao,नीलकंठराव,नीलकंठराव
toolee,टूली,टूली
maatat,मातत,मातत
ilabadi,इलाबादी,इलाबादी
saduli,सादुली,सादुली
riddhiman,रिद्धिमान,रिद्धिमान
aagsp,एएजीएसपी,एएजीएसपी
klpd,केएलपीडी,केएलपीडी
haimant,हैमंत,हैमंत
festachi,फेस्ताची,फेस्ताची
dhanlolupta,धनलोलुपता,धनलोलुपता
jhiyoling,झियोलिंग,झियोलिंग
parameshwaravarman,परमेश्वरवर्मन्,परमेश्वरवर्मन्
paryataksthalon,पर्यटकस्थलों,पर्यटकस्थलों
nassic,नैसिक,नैसिक
nuzul,नजूल,नजूल
amahi,अमाही,अमाही
rodromiyonvar,रोडरोमियोंवर,रोडरोमियोंवर
presikot,प्रेसीकोट,प्रेसीकोट
samanto,सामंतो,सामंतो
pagidyala,पगिड्याल,पगिड्याल
wolmer,वुल्मर,वुल्मर
baajkhedi,बाजखेड़ी,बाजखेड़ी
canosa,कैनोसा,कैनोसा
kookal,कूकल,कूकल
chusunga,चूसूँगा,चूसूँगा
ankaj,अंकज,अंकज
samardha,समर्धा,समर्धा
pamerian,पमेरियन,पमेरियन
maimnay,मेमने,मेमने
utpasad,उत्पासद,उत्पासद
yonka,योंका,योंका
telsampanna,तेलसम्पन्न,तेलसम्पन्न
bheautiful,खूबसूरत,खूबसूरत
torrens,टॉरेन्स,टॉरेन्स
crosswell,क्रॉसवेल,क्रॉसवेल
aparaadhiktaa,अपराधिकता,अपराधिकता
semyonovic,सेम्योनोविच,सेम्योनोविच
dhartivareel,धर्तीवरील,धर्तीवरील
jasanpreet,जसनप्रीत,जसनप्रीत
shivseneshivay,शिवसेनेशिवाय,शिवसेनेशिवाय
primitive,प्रिमिटिव,प्रिमिटिव
receivables,रिसीवेबल्स,रिसीवेबल्स
khupsoon,खुपसून,खुपसून
nibatoge,निबटोगे,निबटोगे
nalsopara,नलसोपारा,नलसोपारा
maitha,मैथा,मैथा
marohi,मरोही,मरोही
arogola,अरोगोला,अरोगोला
suptaavasthaa,सुप्तावस्था,सुप्तावस्था
toru,तोरू,तोरू
bichobicha,बीचोबीच,बीचोबीच
ghatkoparchya,घाटकोपरच्या,घाटकोपरच्या
behramji,बेहरामजी,बेहरामजी
yajuon,यजुओं,यजुओं
bocherova,बोचेरोवा,बोचेरोवा
adt,एडीटी,एडीटी
mcdonalds,मैकडॉनाल्ड्स,मैकडॉनाल्ड्स
brahmagyani,ब्राह्मज्ञानी,ब्राह्मज्ञानी
bhapkund,भापकुंड,भापकुंड
rationalist,रेशनलिस्ट,रेशनलिस्ट
mahashramaniji,महाश्रमणीजी,महाश्रमणीजी
simbo,सिंबो,सिंबो
asthijeevak,अस्थिजीवक,अस्थिजीवक
yoojhani,यूझनी,यूझनी
tiok,टियोक,टियोक
mahrumpur,महरूमपुर,महरूमपुर
godianpurwa,गोडियनपुरवा,गोडियनपुरवा
paahiye,पाहिए,पाहिए
maurukala,मौरूकला,मौरूकला
sunaaye,सुनाये,सुनाये
silverfen,सिल्वरफेन,सिल्वरफेन
chelmeshwar,चेल्मेश्वर,चेल्मेश्वर
lexault,लेक्साल्ट,लेक्साल्ट
satisan,सतीसन,सतीसन
talashungi,तलाशूंगी,तलाशूंगी
dcbr,डीसीबीआर,डीसीबीआर
laamazahab,लामज़हब,लामज़हब
yaplikade,यापलीकडे,यापलीकडे
stoppage,स्टापेज,स्टापेज
assert,एसर्ट,एसर्ट
benelli,बेनेलि,बेनेलि
scrappers,स्क्रैपर्स,स्क्रैपर्स
madhuraj,मधुराज,मधुराज
progestein,प्रोजेस्टीन,प्रोजेस्टीन
vasukinathdham,वासुकिनाथधाम,वासुकिनाथधाम
monofunctional,मोनोफंक्शनल,मोनोफंक्शनल
tarunaanviruddh,तरुणांविरुद्ध,तरुणांविरुद्ध
laghulghulaghu,लघुलघुलघु,लघुलघुलघु
bhaktako,भक्तको,भक्तको
pustakdin,पुस्तकदिन,पुस्तकदिन
infracon,इंफ्राकॉन,इंफ्राकॉन
tangvaaye,टंगवाये,टंगवाये
vidf,वीआईडीएफ,वीआईडीएफ
funnybose,फनीबोस,फनीबोस
bhejgi,भेजगी,भेजगी
